STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",9/26/2018,,,,,0,,,,89,49,60,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",9/27/2018,,,,,0,,,,95,58,61,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",9/28/2018,,,,,0,,,,98,56,59,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/1/2018,,3,0,,,,,,96,44,57,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/2/2018,,,,,0,,,,91,55,64,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/3/2018,,,,,0,,,,86,61,62,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/4/2018,,,,,0.18,,,,72,54,56,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/5/2018,,,,,0,,,,74,51,54,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/8/2018,,3,0,,,,,,83,43,46,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/9/2018,,,,,0,,,,81,45,47,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/10/2018,,,,,0,,,,78,46,48,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/11/2018,,,,,0,,,,67,47,51,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/12/2018,,,,,0,,,,72,44,45,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/15/2018,,3,0,,,,,,80,42,44,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/16/2018,,,,,0,,,,83,41,44,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/17/2018,,,,,0,,,,83,43,45,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/18/2018,,,,,0,,,,85,44,48,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/19/2018,,,,,0,,,,87,45,47,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/22/2018,,3,0,,,,,,89,44,48,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/23/2018,,,,,0,,,,80,42,46,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/24/2018,,,,,0,,,,82,46,51,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/25/2018,,,,,0,,,,85,46,51,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/26/2018,,,,,0,,,,90,44,50,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/29/2018,,3,0,,,,,,94,48,52,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/30/2018,,,,,0,,,,84,52,57,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",10/31/2018,,,,,0,,,,84,44,45,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/1/2018,,,,,0,,,,83,44,46,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/2/2018,,,,,0,,,,85,44,46,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/5/2018,,3,0,,,,,,92,43,50,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/6/2018,,,,,0,,,,81,40,43,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/7/2018,,,,,0,,,,78,38,45,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/8/2018,,,,,0,,,,80,39,49,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/9/2018,,,,,0,,,,81,39,48,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/12/2018,,3,0,,,,,,82,34,40,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/13/2018,,,,,0,,,,72,36,41,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/14/2018,,,,,0,,,,73,40,43,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/15/2018,,,,,0,,,,79,40,46,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/16/2018,,,,,0,,,,78,41,45,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/19/2018,,3,0,,,,,,81,42,50,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/20/2018,,,,,0,,,,70,36,43,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/21/2018,,,,,0,,,,74,39,43,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/22/2018,,,,,0.54,,,,62,42,47,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/23/2018,,,,,0,,,,64,44,48,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/26/2018,,3,0,,,,,,74,43,44,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/27/2018,,,,,0,,,,75,44,47,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/28/2018,,,,,0,,,,72,43,45,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/29/2018,,,,,2.81,,,,66,44,45,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",11/30/2018,,,,,0.83,,,,57,44,46,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/3/2018,,3,0,,,,,,67,40,43,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/4/2018,,,,,0,,,,64,39,43,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/5/2018,,,,,0.04,,,,68,43,47,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/6/2018,,,,,0.56,,,,53,46,48,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/7/2018,,,,,0.05,,,,60,38,40,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/10/2018,,3,0,,,,,,70,38,44,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/11/2018,,,,,0,,,,64,36,37,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/12/2018,,,,,0,,,,65,33,35,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/13/2018,,,,,0,,,,67,35,38,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/14/2018,,,,,0,,,,69,36,39,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/17/2018,,3,0.08,,,,,,64,38,39,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/18/2018,,,,,0,,,,63,37,39,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/19/2018,,,,,0,,,,63,37,41,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/20/2018,,,,,0,,,,72,40,44,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/21/2018,,,,,0,,,,65,38,42,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/24/2018,,,,,0,,,,78,39,49,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/25/2018,,,,,0.11,,,,67,37,40,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/26/2018,,,,,0,,,,65,34,36,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/27/2018,,,,,0,,,,61,31,34,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/28/2018,,,,,0,,,,60,30,32,,,,,,,,
USC00043402,"GIBRALTAR DAM NUMBER 2, CA US",12/31/2018,,3,0,,,,,,61,27,34,,,,,,,,
US1CASB0004,"SANTA BARBARA 1.9 NE, CA US",1/9/2018,,,,,1.23,,,,,,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/1/2018,,,,,,,,56,79,37,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/2/2018,,,,,,,,61,80,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/3/2018,,,,,,,,62,79,53,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/4/2018,,,,,,,,60,68,54,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/5/2018,,,,,,,,60,71,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/6/2018,,,,,,,,60,68,55,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/7/2018,,,,,,,,61,75,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/8/2018,,,,,,,,59,66,56,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/9/2018,,,,,,,,53,58,50,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/10/2018,,,,,,,,53,64,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/11/2018,,,,,,,,52,69,40,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/12/2018,,,,,,,,57,76,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/13/2018,,,,,,,,62,82,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/14/2018,,,,,,,,62,82,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/15/2018,,,,,,,,60,79,48,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/16/2018,,,,,,,,55,70,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/17/2018,,,,,,,,56,74,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/18/2018,,,,,,,,59,79,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/19/2018,,,,,,,,50,56,36,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/20/2018,,,,,,,,46,59,36,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/21/2018,,,,,,,,44,61,29,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/22/2018,,,,,,,,48,68,32,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/23/2018,,,,,,,,53,71,37,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/24/2018,,,,,,,,54,74,43,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/25/2018,,,,,,,,47,59,40,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/26/2018,,,,,,,,46,63,32,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/27/2018,,,,,,,,53,72,35,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/28/2018,,,,,,,,61,82,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/29/2018,,,,,,,,63,84,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/30/2018,,,,,,,,62,81,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",1/31/2018,,,,,,,,61,83,46,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/1/2018,,,,,,,,63,84,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/2/2018,,,,,,,,64,87,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/3/2018,,,,,,,,65,85,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/4/2018,,,,,,,,65,86,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/5/2018,,,,,,,,63,84,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/6/2018,,,,,,,,60,82,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/7/2018,,,,,,,,63,85,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/8/2018,,,,,,,,64,86,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/9/2018,,,,,,,,65,84,52,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/10/2018,,,,,,,,55,73,43,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/11/2018,,,,,,,,54,75,38,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/12/2018,,,,,,,,47,59,37,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/13/2018,,,,,,,,48,58,39,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/14/2018,,,,,,,,50,65,41,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/15/2018,,,,,,,,50,69,33,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/16/2018,,,,,,,,55,74,40,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/17/2018,,,,,,,,56,76,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/18/2018,,,,,,,,51,69,40,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/19/2018,,,,,,,,44,54,31,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/20/2018,,,,,,,,40,57,24,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/21/2018,,,,,,,,44,61,28,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/22/2018,,,,,,,,43,59,30,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/23/2018,,,,,,,,44,57,32,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/24/2018,,,,,,,,45,64,30,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/25/2018,,,,,,,,49,69,29,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/26/2018,,,,,,,,44,64,29,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/27/2018,,,,,,,,42,56,31,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",2/28/2018,,,,,,,,44,62,27,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/1/2018,,,,,,,,48,58,38,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/2/2018,,,,,,,,51,60,46,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/3/2018,,,,,,,,47,53,36,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/4/2018,,,,,,,,45,62,31,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/5/2018,,,,,,,,51,69,36,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/6/2018,,,,,,,,55,76,39,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/7/2018,,,,,,,,56,75,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/8/2018,,,,,,,,58,78,42,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/9/2018,,,,,,,,59,73,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/10/2018,,,,,,,,55,65,52,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/11/2018,,,,,,,,58,68,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/12/2018,,,,,,,,61,76,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/13/2018,,,,,,,,60,68,52,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/14/2018,,,,,,,,53,60,46,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/15/2018,,,,,,,,50,62,42,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/16/2018,,,,,,,,47,54,38,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/17/2018,,,,,,,,45,59,34,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/18/2018,,,,,,,,47,63,32,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/19/2018,,,,,,,,53,69,37,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/20/2018,,,,,,,,56,69,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/21/2018,,,,,,,,56,59,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/22/2018,,,,,,,,57,63,48,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/23/2018,,,,,,,,53,66,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/24/2018,,,,,,,,51,63,43,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/25/2018,,,,,,,,48,62,36,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/26/2018,,,,,,,,51,67,32,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/27/2018,,,,,,,,53,72,36,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/28/2018,,,,,,,,62,82,42,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/29/2018,,,,,,,,64,83,47,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/30/2018,,,,,,,,66,85,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",3/31/2018,,,,,,,,65,83,52,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/1/2018,,,,,,,,59,74,50,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/2/2018,,,,,,,,56,69,48,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/3/2018,,,,,,,,59,73,50,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/4/2018,,,,,,,,59,74,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/5/2018,,,,,,,,58,73,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/6/2018,,,,,,,,60,74,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/7/2018,,,,,,,,61,70,53,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/8/2018,,,,,,,,60,80,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/9/2018,,,,,,,,71,92,43,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/10/2018,,,,,,,,65,88,52,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/11/2018,,,,,,,,56,78,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/12/2018,,,,,,,,56,66,43,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/13/2018,,,,,,,,63,80,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/14/2018,,,,,,,,65,84,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/15/2018,,,,,,,,60,78,43,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/16/2018,,,,,,,,51,62,40,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/17/2018,,,,,,,,51,69,33,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/18/2018,,,,,,,,55,72,42,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/19/2018,,,,,,,,52,64,41,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/20/2018,,,,,,,,57,78,40,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/21/2018,,,,,,,,65,89,38,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/22/2018,,,,,,,,71,90,53,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/23/2018,,,,,,,,68,88,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/24/2018,,,,,,,,63,85,42,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/25/2018,,,,,,,,62,84,46,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/26/2018,,,,,,,,59,78,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/27/2018,,,,,,,,58,74,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/28/2018,,,,,,,,59,74,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/29/2018,,,,,,,,57,71,48,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",4/30/2018,,,,,,,,54,66,47,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/1/2018,,,,,,,,53,65,46,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/2/2018,,,,,,,,54,67,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/3/2018,,,,,,,,59,79,41,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/4/2018,,,,,,,,69,91,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/5/2018,,,,,,,,63,84,47,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/6/2018,,,,,,,,61,77,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/7/2018,,,,,,,,65,86,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/8/2018,,,,,,,,64,88,43,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/9/2018,,,,,,,,63,85,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/10/2018,,,,,,,,60,75,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/11/2018,,,,,,,,58,71,50,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/12/2018,,,,,,,,60,69,50,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/13/2018,,,,,,,,57,71,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/14/2018,,,,,,,,60,76,48,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/15/2018,,,,,,,,59,76,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/16/2018,,,,,,,,60,77,44,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/17/2018,,,,,,,,62,76,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/18/2018,,,,,,,,59,75,52,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/19/2018,,,,,,,,60,76,52,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/20/2018,,,,,,,,58,73,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/21/2018,,,,,,,,56,67,50,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/22/2018,,,,,,,,60,75,45,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/23/2018,,,,,,,,60,76,46,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/24/2018,,,,,,,,58,67,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/25/2018,,,,,,,,60,73,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/26/2018,,,,,,,,60,75,52,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/27/2018,,,,,,,,63,81,50,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/28/2018,,,,,,,,68,88,47,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/29/2018,,,,,,,,69,91,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/30/2018,,,,,,,,60,72,54,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",5/31/2018,,,,,,,,59,75,46,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",6/1/2018,,,,,,,,64,84,41,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",6/2/2018,,,,,,,,74,96,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",6/3/2018,,,,,,,,76,96,54,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",6/4/2018,,,,,,,,72,97,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",6/5/2018,,,,,,,,63,83,49,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",6/6/2018,,,,,,,,61,77,51,,,,,,,,,
USR0000CLOP,"LOS PRIETOS CALIFORNIA, CA US",6/7/2018,,,,,,,,64,79,50,,,,,,,,,
